,menu_id,place,occasion,date,location,page_count,dish_count,dish_name,dish_id,menu_item_id,menu_page_id,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,price_x,high_price,tokenized_desc,no_stopwords,pos_desc,desc_len,desc_all_len,cleaned_text,clean_text,decade,avg_price_at_restaurant
498161,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,2 stuck soleier,158936.0,513426,47394,2,2,1965,1975,0.0,0.0,1.1,,"['2', 'stuck', 'soleier']","['2', 'stuck', 'soleier']","[('2', 'CD'), ('stuck', 'VBN'), ('soleier', 'NN')]",3.0,3.0,"'2', 'stuck', 'soleier'", stuck soleier,1960,62.6968251273348
498162,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,1/2 russische eier garniert aug kartoffelsalat,173867.0,531974,46007,1,1,1975,1975,0.0,0.0,550.0,,"['1/2', 'russische', 'eier', 'garniert', 'aug', 'kartoffelsalat']","['1/2', 'russische', 'eier', 'garniert', 'aug', 'kartoffelsalat']","[('1/2', 'CD'), ('russische', 'NN'), ('eier', 'JJR'), ('garniert', 'JJ'), ('aug', 'NN'), ('kartoffelsalat', 'NN')]",6.0,6.0,"'1/2', 'russische', 'eier', 'garniert', 'aug', 'kartoffelsalat'", russische eier garniert aug kartoffelsalat,1970,62.6968251273348
498163,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,eiersalat mit toast und butter,173870.0,531977,46007,2,2,1958,1975,0.0,0.0,550.0,,"['eiersalat', 'mit', 'toast', 'und', 'butter']","['eiersalat', 'mit', 'toast', 'und', 'butter']","[('eiersalat', 'JJ'), ('mit', 'NN'), ('toast', 'NN'), ('und', 'IN'), ('butter', 'NN')]",5.0,5.0,"'eiersalat', 'mit', 'toast', 'und', 'butter'",eiersalat mit toast und butter,1970,62.6968251273348
498165,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,portion hausmacher leberwurst mit kartoffelsalat,158941.0,531980,46007,2,2,1965,1975,0.0,0.0,550.0,,"['portion', 'hausmacher', 'leberwurst', 'mit', 'kartoffelsalat']","['portion', 'hausmacher', 'leberwurst', 'mit', 'kartoffelsalat']","[('portion', 'NN'), ('hausmacher', 'PRP'), ('leberwurst', 'JJ'), ('mit', 'NN'), ('kartoffelsalat', 'NN')]",5.0,5.0,"'portion', 'hausmacher', 'leberwurst', 'mit', 'kartoffelsalat'",portion hausmacher leberwurst mit kartoffelsalat,1970,62.6968251273348
498166,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,portion hausmacher leberwurst mit kartoffelsalat,158941.0,513431,47394,2,2,1965,1975,0.0,0.0,2.0,,"['portion', 'hausmacher', 'leberwurst', 'mit', 'kartoffelsalat']","['portion', 'hausmacher', 'leberwurst', 'mit', 'kartoffelsalat']","[('portion', 'NN'), ('hausmacher', 'PRP'), ('leberwurst', 'JJ'), ('mit', 'NN'), ('kartoffelsalat', 'NN')]",5.0,5.0,"'portion', 'hausmacher', 'leberwurst', 'mit', 'kartoffelsalat'",portion hausmacher leberwurst mit kartoffelsalat,1960,62.6968251273348
498167,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,hausmacher schweinesulze mit sc. remoulade und bratkartoffein,173875.0,531983,46007,1,1,1975,1975,0.0,0.0,550.0,,"['hausmacher', 'schweinesulze', 'mit', 'sc.', 'remoulade', 'und', 'bratkartoffein']","['hausmacher', 'schweinesulze', 'mit', 'sc.', 'remoulade', 'und', 'bratkartoffein']","[('hausmacher', 'PRP$'), ('schweinesulze', 'JJ'), ('mit', 'NN'), ('sc.', 'NN'), ('remoulade', 'VB'), ('und', 'IN'), ('bratkartoffein', 'NN')]",7.0,7.0,"'hausmacher', 'schweinesulze', 'mit', 'sc.', 'remoulade', 'und', 'bratkartoffein'",hausmacher schweinesulze mit sc remoulade und bratkartoffein,1970,62.6968251273348
498168,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,eisbein kait mit kartoffelsalat,173879.0,531987,46007,1,1,1975,1975,0.0,0.0,980.0,,"['eisbein', 'kait', 'mit', 'kartoffelsalat']","['eisbein', 'kait', 'mit', 'kartoffelsalat']","[('eisbein', 'RB'), ('kait', 'JJ'), ('mit', 'NN'), ('kartoffelsalat', 'NN')]",4.0,4.0,"'eisbein', 'kait', 'mit', 'kartoffelsalat'",eisbein kait mit kartoffelsalat,1970,62.6968251273348
498169,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,portion kasseler rippenspeer mit mayonnaisensalat,173882.0,531990,46007,1,1,1975,1975,0.0,0.0,980.0,,"['portion', 'kasseler', 'rippenspeer', 'mit', 'mayonnaisensalat']","['portion', 'kasseler', 'rippenspeer', 'mit', 'mayonnaisensalat']","[('portion', 'NN'), ('kasseler', 'NN'), ('rippenspeer', 'NN'), ('mit', 'NN'), ('mayonnaisensalat', 'NN')]",5.0,5.0,"'portion', 'kasseler', 'rippenspeer', 'mit', 'mayonnaisensalat'",portion kasseler rippenspeer mit mayonnaisensalat,1970,62.6968251273348
498170,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,portion roastbeef mit sc. remoulade und kartoffelsalat,173884.0,531992,46007,1,1,1975,1975,0.0,0.0,1050.0,,"['portion', 'roastbeef', 'mit', 'sc.', 'remoulade', 'und', 'kartoffelsalat']","['portion', 'roastbeef', 'mit', 'sc.', 'remoulade', 'und', 'kartoffelsalat']","[('portion', 'NN'), ('roastbeef', 'NN'), ('mit', 'NN'), ('sc.', 'NN'), ('remoulade', 'VB'), ('und', 'IN'), ('kartoffelsalat', 'NN')]",7.0,7.0,"'portion', 'roastbeef', 'mit', 'sc.', 'remoulade', 'und', 'kartoffelsalat'",portion roastbeef mit sc remoulade und kartoffelsalat,1970,62.6968251273348
498171,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"portion tatar mit ei, butter und brot",173887.0,531995,46007,2,2,1975,1975,0.0,0.0,950.0,,"['portion', 'tatar', 'mit', 'ei,', 'butter', 'und', 'brot']","['portion', 'tatar', 'mit', 'ei,', 'butter', 'und', 'brot']","[('portion', 'NN'), ('tatar', 'NN'), ('mit', 'NN'), ('ei,', 'VBP'), ('butter', 'NN'), ('und', 'NN'), ('brot', 'NN')]",7.0,7.0,"'portion', 'tatar', 'mit', 'ei,', 'butter', 'und', 'brot'",portion tatar mit ei butter und brot,1970,62.6968251273348
498172,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"portion tatar mit ei, butter und brot",173887.0,533450,46010,2,2,1975,1975,0.0,0.0,9.5,,"['portion', 'tatar', 'mit', 'ei,', 'butter', 'und', 'brot']","['portion', 'tatar', 'mit', 'ei,', 'butter', 'und', 'brot']","[('portion', 'NN'), ('tatar', 'NN'), ('mit', 'NN'), ('ei,', 'VBP'), ('butter', 'NN'), ('und', 'NN'), ('brot', 'NN')]",7.0,7.0,"'portion', 'tatar', 'mit', 'ei,', 'butter', 'und', 'brot'",portion tatar mit ei butter und brot,1970,62.6968251273348
498173,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,portion westfalischer knochenschinken auf holzteller mit brot und butter,173890.0,531998,46007,1,1,1975,1975,0.0,0.0,1080.0,,"['portion', 'westfalischer', 'knochenschinken', 'auf', 'holzteller', 'mit', 'brot', 'und', 'butter']","['portion', 'westfalischer', 'knochenschinken', 'auf', 'holzteller', 'mit', 'brot', 'und', 'butter']","[('portion', 'NN'), ('westfalischer', 'WRB'), ('knochenschinken', 'NN'), ('auf', 'NN'), ('holzteller', 'NN'), ('mit', 'NN'), ('brot', 'NN'), ('und', 'IN'), ('butter', 'NN')]",9.0,9.0,"'portion', 'westfalischer', 'knochenschinken', 'auf', 'holzteller', 'mit', 'brot', 'und', 'butter'",portion westfalischer knochenschinken auf holzteller mit brot und butter,1970,62.6968251273348
498174,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"geflugelsalat ""hawaii"" mit toast und butter",156994.0,532001,46007,2,2,1973,1975,0.0,0.0,980.0,,"['geflugelsalat', '""hawaii""', 'mit', 'toast', 'und', 'butter']","['geflugelsalat', '""hawaii""', 'mit', 'toast', 'und', 'butter']","[('geflugelsalat', 'JJ'), ('""hawaii""', 'NNP'), ('mit', 'NN'), ('toast', 'NN'), ('und', 'IN'), ('butter', 'NN')]",6.0,6.0,"'geflugelsalat', '""hawaii""', 'mit', 'toast', 'und', 'butter'",geflugelsalat hawaii mit toast und butter,1970,62.6968251273348
498176,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"frische rinderbrust, kalt, mit erlesenen salaten und lyoner kartoffeln",173896.0,532005,46007,1,1,1975,1975,0.0,0.0,1190.0,,"['frische', 'rinderbrust,', 'kalt,', 'mit', 'erlesenen', 'salaten', 'und', 'lyoner', 'kartoffeln']","['frische', 'rinderbrust,', 'kalt,', 'mit', 'erlesenen', 'salaten', 'und', 'lyoner', 'kartoffeln']","[('frische', 'NN'), ('rinderbrust,', 'NN'), ('kalt,', 'NN'), ('mit', 'NN'), ('erlesenen', 'NN'), ('salaten', 'VBN'), ('und', 'JJ'), ('lyoner', 'NN'), ('kartoffeln', 'NN')]",9.0,9.0,"'frische', 'rinderbrust,', 'kalt,', 'mit', 'erlesenen', 'salaten', 'und', 'lyoner', 'kartoffeln'",frische rinderbrust kalt mit erlesenen salaten und lyoner kartoffeln,1970,62.6968251273348
498177,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"ragout fin im napfchen, uberkrustet, mit weibbrot",173900.0,532009,46007,1,1,1975,1975,0.0,0.0,590.0,,"['ragout', 'fin', 'im', 'napfchen,', 'uberkrustet,', 'mit', 'weibbrot']","['ragout', 'fin', 'im', 'napfchen,', 'uberkrustet,', 'mit', 'weibbrot']","[('ragout', 'NN'), ('fin', 'NN'), ('im', 'NN'), ('napfchen,', 'JJ'), ('uberkrustet,', 'JJ'), ('mit', 'NN'), ('weibbrot', 'NN')]",7.0,7.0,"'ragout', 'fin', 'im', 'napfchen,', 'uberkrustet,', 'mit', 'weibbrot'",ragout fin im napfchen uberkrustet mit weibbrot,1970,62.6968251273348
498178,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,feines kalbsragout in rahm mit ei uberbacken und toast,173902.0,532012,46007,1,1,1975,1975,0.0,0.0,680.0,,"['feines', 'kalbsragout', 'in', 'rahm', 'mit', 'ei', 'uberbacken', 'und', 'toast']","['feines', 'kalbsragout', 'rahm', 'mit', 'ei', 'uberbacken', 'und', 'toast']","[('feines', 'NNS'), ('kalbsragout', 'VBP'), ('rahm', 'JJ'), ('mit', 'NN'), ('ei', 'NN'), ('uberbacken', 'JJ'), ('und', 'JJ'), ('toast', 'NN')]",8.0,9.0,"'feines', 'kalbsragout', 'rahm', 'mit', 'ei', 'uberbacken', 'und', 'toast'",feines kalbsragout rahm mit ei uberbacken und toast,1970,62.6968251273348
498179,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,champignons a la creme auf toast uberbacken,173905.0,532015,46007,1,1,1975,1975,0.0,0.0,680.0,,"['champignons', 'a', 'la', 'creme', 'auf', 'toast', 'uberbacken']","['champignons', 'la', 'creme', 'auf', 'toast', 'uberbacken']","[('champignons', 'NNS'), ('la', 'VBP'), ('creme', 'JJ'), ('auf', 'NN'), ('toast', 'NN'), ('uberbacken', 'JJ')]",6.0,7.0,"'champignons', 'la', 'creme', 'auf', 'toast', 'uberbacken'",champignons la creme auf toast uberbacken,1970,62.6968251273348
498180,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"konigin-pastetchen, gefullt mit feinem ragout",173908.0,532018,46007,1,1,1975,1975,0.0,0.0,680.0,,"['konigin-pastetchen,', 'gefullt', 'mit', 'feinem', 'ragout']","['konigin-pastetchen,', 'gefullt', 'mit', 'feinem', 'ragout']","[('konigin-pastetchen,', 'JJ'), ('gefullt', 'NN'), ('mit', 'NN'), ('feinem', 'NN'), ('ragout', 'NN')]",5.0,5.0,"'konigin-pastetchen,', 'gefullt', 'mit', 'feinem', 'ragout'",koniginpastetchen gefullt mit feinem ragout,1970,62.6968251273348
498181,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,schiffchenschnitte schinken mit kase und ananas uberbacken,173911.0,532021,46007,1,1,1975,1975,0.0,0.0,790.0,,"['schiffchenschnitte', 'schinken', 'mit', 'kase', 'und', 'ananas', 'uberbacken']","['schiffchenschnitte', 'schinken', 'mit', 'kase', 'und', 'ananas', 'uberbacken']","[('schiffchenschnitte', 'NN'), ('schinken', 'JJ'), ('mit', 'NN'), ('kase', 'NN'), ('und', 'IN'), ('ananas', 'NNS'), ('uberbacken', 'JJ')]",7.0,7.0,"'schiffchenschnitte', 'schinken', 'mit', 'kase', 'und', 'ananas', 'uberbacken'",schiffchenschnitte schinken mit kase und ananas uberbacken,1970,62.6968251273348
498182,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,3 spiegeleier oder ruhreier mit bratkartoffein und salat,173916.0,532026,46007,1,1,1975,1975,0.0,0.0,680.0,,"['3', 'spiegeleier', 'oder', 'ruhreier', 'mit', 'bratkartoffein', 'und', 'salat']","['3', 'spiegeleier', 'oder', 'ruhreier', 'mit', 'bratkartoffein', 'und', 'salat']","[('3', 'CD'), ('spiegeleier', 'JJR'), ('oder', 'NN'), ('ruhreier', 'JJR'), ('mit', 'NN'), ('bratkartoffein', 'NN'), ('und', 'IN'), ('salat', 'NN')]",8.0,8.0,"'3', 'spiegeleier', 'oder', 'ruhreier', 'mit', 'bratkartoffein', 'und', 'salat'", spiegeleier oder ruhreier mit bratkartoffein und salat,1970,62.6968251273348
498183,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"3 spiegeleier oder ruhreier mit schinken, bratkartoffeln und salat",173920.0,532030,46007,1,1,1975,1975,0.0,0.0,790.0,,"['3', 'spiegeleier', 'oder', 'ruhreier', 'mit', 'schinken,', 'bratkartoffeln', 'und', 'salat']","['3', 'spiegeleier', 'oder', 'ruhreier', 'mit', 'schinken,', 'bratkartoffeln', 'und', 'salat']","[('3', 'CD'), ('spiegeleier', 'JJR'), ('oder', 'NN'), ('ruhreier', 'JJR'), ('mit', 'NN'), ('schinken,', 'NN'), ('bratkartoffeln', 'NN'), ('und', 'IN'), ('salat', 'NN')]",9.0,9.0,"'3', 'spiegeleier', 'oder', 'ruhreier', 'mit', 'schinken,', 'bratkartoffeln', 'und', 'salat'", spiegeleier oder ruhreier mit schinken bratkartoffeln und salat,1970,62.6968251273348
498184,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"3 ruhreier mit champignons, bratkartoffeln und salat",159594.0,532034,46007,2,2,1965,1975,0.0,0.0,790.0,,"['3', 'ruhreier', 'mit', 'champignons,', 'bratkartoffeln', 'und', 'salat']","['3', 'ruhreier', 'mit', 'champignons,', 'bratkartoffeln', 'und', 'salat']","[('3', 'CD'), ('ruhreier', 'JJR'), ('mit', 'NN'), ('champignons,', 'NN'), ('bratkartoffeln', 'NN'), ('und', 'IN'), ('salat', 'NN')]",7.0,7.0,"'3', 'ruhreier', 'mit', 'champignons,', 'bratkartoffeln', 'und', 'salat'", ruhreier mit champignons bratkartoffeln und salat,1970,62.6968251273348
498185,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,"3 ruhreier mit champignons, bratkartoffeln und salat",159594.0,514274,47394,2,2,1965,1975,0.0,0.0,3.6,,"['3', 'ruhreier', 'mit', 'champignons,', 'bratkartoffeln', 'und', 'salat']","['3', 'ruhreier', 'mit', 'champignons,', 'bratkartoffeln', 'und', 'salat']","[('3', 'CD'), ('ruhreier', 'JJR'), ('mit', 'NN'), ('champignons,', 'NN'), ('bratkartoffeln', 'NN'), ('und', 'IN'), ('salat', 'NN')]",7.0,7.0,"'3', 'ruhreier', 'mit', 'champignons,', 'bratkartoffeln', 'und', 'salat'", ruhreier mit champignons bratkartoffeln und salat,1960,62.6968251273348
498186,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,bauern-omelette mit salat,159964.0,532036,46007,4,4,1954,1975,0.0,0.0,790.0,,"['bauern-omelette', 'mit', 'salat']","['bauern-omelette', 'mit', 'salat']","[('bauern-omelette', 'JJ'), ('mit', 'NN'), ('salat', 'NN')]",3.0,3.0,"'bauern-omelette', 'mit', 'salat'",bauernomelette mit salat,1970,62.6968251273348
498187,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,bauern-omelette mit salat,159964.0,514764,47396,4,4,1954,1975,0.0,0.0,3.8,,"['bauern-omelette', 'mit', 'salat']","['bauern-omelette', 'mit', 'salat']","[('bauern-omelette', 'JJ'), ('mit', 'NN'), ('salat', 'NN')]",3.0,3.0,"'bauern-omelette', 'mit', 'salat'",bauernomelette mit salat,1960,62.6968251273348
498188,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,bauern-omelette mit salat,159964.0,515751,47397,4,4,1954,1975,0.0,0.0,3.8,,"['bauern-omelette', 'mit', 'salat']","['bauern-omelette', 'mit', 'salat']","[('bauern-omelette', 'JJ'), ('mit', 'NN'), ('salat', 'NN')]",3.0,3.0,"'bauern-omelette', 'mit', 'salat'",bauernomelette mit salat,1960,62.6968251273348
498190,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"omelette ""konigin art"" oder mit champignons",173928.0,532039,46007,1,1,1975,1975,0.0,0.0,790.0,,"['omelette', '""konigin', 'art""', 'oder', 'mit', 'champignons']","['omelette', '""konigin', 'art""', 'oder', 'mit', 'champignons']","[('omelette', 'NN'), ('""konigin', 'NN'), ('art""', 'NN'), ('oder', 'NN'), ('mit', 'NN'), ('champignons', 'NNS')]",6.0,6.0,"'omelette', '""konigin', 'art""', 'oder', 'mit', 'champignons'",omelette konigin art oder mit champignons,1970,62.6968251273348
498191,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,1/2 mast-hahnchen mit pommes frites und salat,160181.0,532045,46007,2,2,1965,1975,0.0,0.0,890.0,,"['1/2', 'mast-hahnchen', 'mit', 'pommes', 'frites', 'und', 'salat']","['1/2', 'mast-hahnchen', 'mit', 'pommes', 'frites', 'und', 'salat']","[('1/2', 'CD'), ('mast-hahnchen', 'JJ'), ('mit', 'NN'), ('pommes', 'NNS'), ('frites', 'VBZ'), ('und', 'IN'), ('salat', 'NN')]",7.0,7.0,"'1/2', 'mast-hahnchen', 'mit', 'pommes', 'frites', 'und', 'salat'", masthahnchen mit pommes frites und salat,1970,62.6968251273348
498192,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,1/2 mast-hahnchen mit pommes frites und salat,160181.0,515011,47398,2,2,1965,1975,0.0,0.0,5.75,,"['1/2', 'mast-hahnchen', 'mit', 'pommes', 'frites', 'und', 'salat']","['1/2', 'mast-hahnchen', 'mit', 'pommes', 'frites', 'und', 'salat']","[('1/2', 'CD'), ('mast-hahnchen', 'JJ'), ('mit', 'NN'), ('pommes', 'NNS'), ('frites', 'VBZ'), ('und', 'IN'), ('salat', 'NN')]",7.0,7.0,"'1/2', 'mast-hahnchen', 'mit', 'pommes', 'frites', 'und', 'salat'", masthahnchen mit pommes frites und salat,1960,62.6968251273348
498193,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,huhnerfricassee mit spargel und reis,159990.0,532047,46007,4,4,1965,1975,0.0,0.0,1090.0,,"['huhnerfricassee', 'mit', 'spargel', 'und', 'reis']","['huhnerfricassee', 'mit', 'spargel', 'und', 'reis']","[('huhnerfricassee', 'NN'), ('mit', 'NN'), ('spargel', 'NN'), ('und', 'IN'), ('reis', 'NN')]",5.0,5.0,"'huhnerfricassee', 'mit', 'spargel', 'und', 'reis'",huhnerfricassee mit spargel und reis,1970,62.6968251273348
498194,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,huhnerfricassee mit spargel und reis,159990.0,514791,47396,4,4,1965,1975,0.0,0.0,5.5,,"['huhnerfricassee', 'mit', 'spargel', 'und', 'reis']","['huhnerfricassee', 'mit', 'spargel', 'und', 'reis']","[('huhnerfricassee', 'NN'), ('mit', 'NN'), ('spargel', 'NN'), ('und', 'IN'), ('reis', 'NN')]",5.0,5.0,"'huhnerfricassee', 'mit', 'spargel', 'und', 'reis'",huhnerfricassee mit spargel und reis,1960,62.6968251273348
498195,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,huhnerfricassee mit spargel und reis,159990.0,517073,47397,4,4,1965,1975,0.0,0.0,5.5,,"['huhnerfricassee', 'mit', 'spargel', 'und', 'reis']","['huhnerfricassee', 'mit', 'spargel', 'und', 'reis']","[('huhnerfricassee', 'NN'), ('mit', 'NN'), ('spargel', 'NN'), ('und', 'IN'), ('reis', 'NN')]",5.0,5.0,"'huhnerfricassee', 'mit', 'spargel', 'und', 'reis'",huhnerfricassee mit spargel und reis,1960,62.6968251273348
498196,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,huhnerfricassee mit spargel und reis,159990.0,515010,47398,4,4,1965,1975,0.0,0.0,5.5,,"['huhnerfricassee', 'mit', 'spargel', 'und', 'reis']","['huhnerfricassee', 'mit', 'spargel', 'und', 'reis']","[('huhnerfricassee', 'NN'), ('mit', 'NN'), ('spargel', 'NN'), ('und', 'IN'), ('reis', 'NN')]",5.0,5.0,"'huhnerfricassee', 'mit', 'spargel', 'und', 'reis'",huhnerfricassee mit spargel und reis,1960,62.6968251273348
498197,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"huhnerbrust ""indisch"" mit feinen erbsen und reis",173933.0,532049,46007,1,1,1975,1975,0.0,0.0,1190.0,,"['huhnerbrust', '""indisch""', 'mit', 'feinen', 'erbsen', 'und', 'reis']","['huhnerbrust', '""indisch""', 'mit', 'feinen', 'erbsen', 'und', 'reis']","[('huhnerbrust', 'NN'), ('""indisch""', 'NNP'), ('mit', 'NN'), ('feinen', 'NN'), ('erbsen', 'VBP'), ('und', 'IN'), ('reis', 'NN')]",7.0,7.0,"'huhnerbrust', '""indisch""', 'mit', 'feinen', 'erbsen', 'und', 'reis'",huhnerbrust indisch mit feinen erbsen und reis,1970,62.6968251273348
498198,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,2 stck. leberklobe mit sauerkraut und puree,173944.0,532052,46007,1,1,1975,1975,0.0,0.0,630.0,,"['2', 'stck.', 'leberklobe', 'mit', 'sauerkraut', 'und', 'puree']","['2', 'stck.', 'leberklobe', 'mit', 'sauerkraut', 'und', 'puree']","[('2', 'CD'), ('stck.', 'JJ'), ('leberklobe', 'NN'), ('mit', 'NN'), ('sauerkraut', 'NN'), ('und', 'JJ'), ('puree', 'NN')]",7.0,7.0,"'2', 'stck.', 'leberklobe', 'mit', 'sauerkraut', 'und', 'puree'", stck leberklobe mit sauerkraut und puree,1970,62.6968251273348
498199,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,"2 stck. leberklobe mit sauerkraut, puree und specktunke",173945.0,532053,46007,1,1,1975,1975,0.0,0.0,690.0,,"['2', 'stck.', 'leberklobe', 'mit', 'sauerkraut,', 'puree', 'und', 'specktunke']","['2', 'stck.', 'leberklobe', 'mit', 'sauerkraut,', 'puree', 'und', 'specktunke']","[('2', 'CD'), ('stck.', 'JJ'), ('leberklobe', 'NN'), ('mit', 'NN'), ('sauerkraut,', 'VBD'), ('puree', 'JJ'), ('und', 'IN'), ('specktunke', 'NN')]",8.0,8.0,"'2', 'stck.', 'leberklobe', 'mit', 'sauerkraut,', 'puree', 'und', 'specktunke'", stck leberklobe mit sauerkraut puree und specktunke,1970,62.6968251273348
498200,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,wellfleisch mit sauerkraut und kartoffelpuree,159604.0,532055,46007,2,2,1965,1975,0.0,0.0,590.0,,"['wellfleisch', 'mit', 'sauerkraut', 'und', 'kartoffelpuree']","['wellfleisch', 'mit', 'sauerkraut', 'und', 'kartoffelpuree']","[('wellfleisch', 'NN'), ('mit', 'NN'), ('sauerkraut', 'NN'), ('und', 'JJ'), ('kartoffelpuree', 'NN')]",5.0,5.0,"'wellfleisch', 'mit', 'sauerkraut', 'und', 'kartoffelpuree'",wellfleisch mit sauerkraut und kartoffelpuree,1970,62.6968251273348
498201,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,wellfleisch mit sauerkraut und kartoffelpuree,159604.0,514286,47394,2,2,1965,1975,0.0,0.0,2.8,,"['wellfleisch', 'mit', 'sauerkraut', 'und', 'kartoffelpuree']","['wellfleisch', 'mit', 'sauerkraut', 'und', 'kartoffelpuree']","[('wellfleisch', 'NN'), ('mit', 'NN'), ('sauerkraut', 'NN'), ('und', 'JJ'), ('kartoffelpuree', 'NN')]",5.0,5.0,"'wellfleisch', 'mit', 'sauerkraut', 'und', 'kartoffelpuree'",wellfleisch mit sauerkraut und kartoffelpuree,1960,62.6968251273348
498202,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,kasseler mit sauerkraut und kartoffelpuree,159606.0,532057,46007,2,2,1965,1975,0.0,0.0,980.0,,"['kasseler', 'mit', 'sauerkraut', 'und', 'kartoffelpuree']","['kasseler', 'mit', 'sauerkraut', 'und', 'kartoffelpuree']","[('kasseler', 'NN'), ('mit', 'NN'), ('sauerkraut', 'NN'), ('und', 'JJ'), ('kartoffelpuree', 'NN')]",5.0,5.0,"'kasseler', 'mit', 'sauerkraut', 'und', 'kartoffelpuree'",kasseler mit sauerkraut und kartoffelpuree,1970,62.6968251273348
498203,26926,Brauerie Zum Schiffchen,,1965-09-15,Brauerie Zum Schiffchen,7,334,kasseler mit sauerkraut und kartoffelpuree,159606.0,514288,47394,2,2,1965,1975,0.0,0.0,5.0,,"['kasseler', 'mit', 'sauerkraut', 'und', 'kartoffelpuree']","['kasseler', 'mit', 'sauerkraut', 'und', 'kartoffelpuree']","[('kasseler', 'NN'), ('mit', 'NN'), ('sauerkraut', 'NN'), ('und', 'JJ'), ('kartoffelpuree', 'NN')]",5.0,5.0,"'kasseler', 'mit', 'sauerkraut', 'und', 'kartoffelpuree'",kasseler mit sauerkraut und kartoffelpuree,1960,62.6968251273348
498204,26667,Brauerie Zum Schiffchen,,1975-04-30,Brauerie Zum Schiffchen,8,316,schlachtplatte nach art des hauses,159958.0,532059,46007,4,4,1965,1975,0.0,0.0,980.0,,"['schlachtplatte', 'nach', 'art', 'des', 'hauses']","['schlachtplatte', 'nach', 'art', 'des', 'hauses']","[('schlachtplatte', 'NN'), ('nach', 'CC'), ('art', 'NN'), ('des', 'NNS'), ('hauses', 'NNS')]",5.0,5.0,"'schlachtplatte', 'nach', 'art', 'des', 'hauses'",schlachtplatte nach art des hauses,1970,62.6968251273348
